timestamp,gasX,gasY,gasZ
138200,0.112261,0.112744,0.110700
138300,0.116828,0.120144,0.119375
138400,0.113773,0.116240,0.113081
138500,0.129598,0.128814,0.132257
138600,0.144207,0.146737,0.138555
138700,0.125414,0.125814,0.124616
138800,0.131927,0.135289,0.131088
138900,0.134315,0.129022,0.127286
139000,0.113610,0.117788,0.115189
139100,0.124413,0.122192,0.119509
139200,0.133503,0.135671,0.138629
139300,0.105428,0.100843,0.109074
139400,0.119213,0.115766,0.128330
139500,0.116186,0.119461,0.121603
139600,0.120884,0.121065,0.118481
139700,0.109178,0.103358,0.108716
139800,0.133657,0.126864,0.130623
139900,0.103298,0.104031,0.103047
140000,0.138033,0.134037,0.135404
140100,0.114243,0.106489,0.106802
140200,0.130779,0.130756,0.130937
140300,0.124133,0.123935,0.124785
140400,0.103347,0.100297,0.101384
140500,0.126665,0.121448,0.127445
140600,0.109693,0.115317,0.109624
140700,0.136003,0.138832,0.133964
140800,0.110910,0.112499,0.118882
140900,0.109869,0.115437,0.110734
141000,0.118629,0.115097,0.117427
141100,0.122909,0.125873,0.126599
141200,0.106280,0.103667,0.107563
141300,0.104438,0.106379,0.102970
141400,0.115587,0.114580,0.113363
141500,0.117013,0.110489,0.113556
141600,0.109139,0.115255,0.106446
141700,0.115664,0.125916,0.120667
141800,0.130675,0.129617,0.123817
141900,0.120111,0.123709,0.122530
142000,0.112943,0.113142,0.106197
142100,0.115274,0.112685,0.111895
142200,0.123251,0.118002,0.121058
142300,0.119917,0.121195,0.124118
142400,0.127070,0.131001,0.129109
142500,0.114526,0.113546,0.114853
142600,0.112928,0.109705,0.113052
142700,0.121931,0.124460,0.127910
142800,0.117391,0.121946,0.119705
142900,0.120877,0.117599,0.121910
143000,0.121428,0.116906,0.124831
143100,0.109042,0.106563,0.105344
143200,0.141064,0.143406,0.142684
143300,0.118066,0.111005,0.117202
143400,0.123769,0.130462,0.128663
143500,0.099904,0.098722,0.103702
143600,0.108823,0.112657,0.110956
143700,0.121796,0.120086,0.119003
143800,0.117194,0.123366,0.119200
143900,0.132441,0.129647,0.135143
144000,0.124878,0.130333,0.126943
144100,0.106176,0.108812,0.104423
144200,0.118090,0.119617,0.120667
144300,0.119395,0.116391,0.122138
144400,0.111517,0.112218,0.105153
144500,0.126721,0.130023,0.133240
144600,0.108582,0.107266,0.107680
144700,0.120313,0.119334,0.115334
144800,0.124337,0.127368,0.117368
144900,0.119247,0.124672,0.118760
145000,0.115482,0.110755,0.122004
145100,0.147952,0.136336,0.142144
145200,0.119568,0.118007,0.122063
145300,0.136315,0.140928,0.141816
145400,0.121796,0.123765,0.125381
145500,0.142117,0.139370,0.141841
145600,0.123469,0.123550,0.126612
145700,0.102730,0.111813,0.106877
145800,0.094804,0.099202,0.094633
145900,0.124227,0.127953,0.126372
146000,0.126943,0.127183,0.122900
146100,0.117995,0.121724,0.117160
146200,0.123551,0.123727,0.128234
146300,0.126572,0.127878,0.130607
146400,0.120765,0.125021,0.124522
146500,0.113916,0.116343,0.122691
146600,0.123611,0.118902,0.125566
146700,0.112400,0.117978,0.119783
146800,0.125046,0.123933,0.122533
146900,0.125613,0.127888,0.125438
147000,0.095771,0.094386,0.094998
147100,0.138935,0.138676,0.137053
147200,0.123644,0.127252,0.120707
147300,0.114249,0.117208,0.113724
147400,0.122459,0.123145,0.124282
147500,0.110230,0.116642,0.112209
147600,0.137847,0.138235,0.139107
147700,0.107604,0.108142,0.110967
147800,0.112773,0.117363,0.116401
147900,0.121414,0.122023,0.125796
148000,0.116340,0.119040,0.113962
148100,0.100207,0.100658,0.102086
148200,0.115467,0.119082,0.123088
148300,0.122385,0.118520,0.125648
148400,0.136236,0.135241,0.139980
148500,0.119176,0.122175,0.124337
148600,0.121582,0.118371,0.123886
148700,0.115752,0.118841,0.114371
148800,0.113686,0.108097,0.113145
148900,0.110609,0.108151,0.113747
149000,0.139309,0.139066,0.140859
149100,0.105049,0.105760,0.104033
149200,0.122216,0.122147,0.123627
149300,0.118740,0.117899,0.119559
149400,0.130859,0.131203,0.127426
149500,0.120507,0.116960,0.119064
149600,0.122512,0.120238,0.124751
149700,0.127810,0.128150,0.125394
149800,0.119158,0.122115,0.121512
149900,0.128563,0.129061,0.129640
150000,0.124293,0.121336,0.124825
150100,0.121801,0.126517,0.126942
150200,0.121127,0.119170,0.115451
150300,0.118435,0.116719,0.113485
150400,0.110831,0.113438,0.107526
150500,0.122455,0.121097,0.127391
150600,0.122976,0.126590,0.119928
150700,0.134184,0.134200,0.132311
150800,0.146121,0.146991,0.145059
150900,0.116618,0.113120,0.119988
151000,0.133155,0.138296,0.136983
151100,0.114585,0.112678,0.107335
151200,0.117851,0.111761,0.112809
151300,0.119080,0.124579,0.120274
151400,0.120147,0.119301,0.121203
151500,0.110820,0.114173,0.108657
151600,0.116592,0.112754,0.116155
151700,0.114952,0.117761,0.114835
151800,0.122968,0.120185,0.118768
151900,0.106348,0.112559,0.109983
152000,0.123543,0.128581,0.128577
152100,0.121500,0.120821,0.116428
152200,0.114881,0.114772,0.115383
152300,0.138526,0.133676,0.137999
152400,0.128336,0.131189,0.128610
152500,0.118642,0.117134,0.121173
152600,0.118141,0.113511,0.111644
152700,0.109076,0.115324,0.116075
152800,0.130515,0.127261,0.124204
152900,0.103574,0.107674,0.103846
153000,0.115451,0.115718,0.116409
153100,0.116789,0.114559,0.112646
153200,0.120891,0.122114,0.118530
153300,0.120415,0.127036,0.120006
153400,0.125074,0.123972,0.123235
153500,0.107696,0.108455,0.107492
153600,0.112379,0.114427,0.112354
153700,0.122364,0.122336,0.115631
153800,0.115389,0.114659,0.122936
153900,0.107248,0.102606,0.108882
154000,0.122775,0.121857,0.117851
154100,0.130748,0.134257,0.128852
154200,0.105400,0.111669,0.111275
154300,0.116663,0.121021,0.116586
154400,0.123403,0.111470,0.116238
154500,0.105318,0.094638,0.096623
154600,0.130087,0.124437,0.125631
154700,0.107675,0.110679,0.116320
154800,0.133514,0.136809,0.133962
154900,0.101015,0.099295,0.098129
155000,0.116263,0.116267,0.122769
155100,0.114378,0.113812,0.118215
155200,0.128745,0.127965,0.129687
155300,0.116233,0.116155,0.120964
155400,0.140358,0.136048,0.136640
155500,0.105243,0.105383,0.111436
155600,0.112946,0.109961,0.113923
155700,0.126098,0.132163,0.131739
155800,0.095936,0.094899,0.098165
155900,0.123805,0.126429,0.131685
156000,0.119426,0.121683,0.118584
156100,0.119342,0.124493,0.125431
156200,0.117654,0.120725,0.123370
156300,0.141259,0.136926,0.138842
156400,0.135110,0.134911,0.131367
156500,0.115339,0.116512,0.116677
156600,0.102722,0.108875,0.107302
156700,0.121796,0.121523,0.120393
156800,0.113870,0.108080,0.105101
156900,0.124777,0.129215,0.124073
157000,0.127926,0.129567,0.129454
157100,0.114465,0.117030,0.119153
157200,0.122190,0.123856,0.120702
157300,0.130990,0.138731,0.135418
157400,0.119906,0.116929,0.118575
157500,0.103603,0.099774,0.111482
157600,0.125262,0.121035,0.125682
157700,0.121437,0.116902,0.114851
157800,0.130407,0.134664,0.133195
157900,0.121594,0.122838,0.117723
158000,0.116212,0.121187,0.118235
158100,0.137158,0.135186,0.131274
158200,0.125216,0.119292,0.116585
158300,0.134359,0.137827,0.137371
158400,0.132307,0.136133,0.133204
158500,0.133643,0.134269,0.129715
158600,0.135592,0.128062,0.126526
158700,0.112687,0.113707,0.115284
158800,0.121731,0.126461,0.120267
158900,0.113841,0.113227,0.108451
159000,0.118817,0.119130,0.115855
159100,0.107465,0.101473,0.106791
159200,0.146636,0.148807,0.147439
159300,0.113676,0.111598,0.103777
159400,0.120567,0.121767,0.118092
159500,0.137932,0.140403,0.142668
159600,0.110269,0.109298,0.110233
159700,0.136690,0.138260,0.132082
159800,0.110094,0.105805,0.111087
159900,0.115781,0.115689,0.115303
160000,0.105774,0.104346,0.105834
160100,0.121600,0.118663,0.122984
160200,0.117295,0.115053,0.115843
160300,0.119896,0.118845,0.119079
160400,0.112936,0.117782,0.117187
160500,0.116976,0.108683,0.117484
160600,0.130601,0.124243,0.131791
160700,0.133289,0.130044,0.128994
160800,0.130277,0.124589,0.131613
160900,0.126467,0.121971,0.127670
161000,0.113087,0.116129,0.116294
161100,0.122570,0.115829,0.118176
161200,0.109273,0.109904,0.114177
161300,0.126410,0.121004,0.125530
161400,0.125394,0.131545,0.132940
161500,0.132537,0.130399,0.135133
161600,0.129605,0.127703,0.123433
161700,0.118788,0.123094,0.116027
161800,0.129089,0.130020,0.125728
161900,0.127866,0.127804,0.129789
162000,0.124825,0.129560,0.120434
162100,0.122188,0.111424,0.121476
162200,0.122407,0.125838,0.120808
162300,0.129280,0.122319,0.122469
162400,0.133175,0.133555,0.131474
162500,0.111313,0.113450,0.111390
162600,0.119756,0.123649,0.125863
162700,0.116095,0.113040,0.118078
162800,0.109113,0.110729,0.112523
162900,0.122441,0.124851,0.123248
163000,0.108410,0.108862,0.114073
163100,0.121600,0.128215,0.123976
163200,0.119421,0.114429,0.117271
163300,0.116443,0.114111,0.112821
163400,0.124075,0.124512,0.129421
163500,0.120537,0.122924,0.126099
163600,0.125646,0.120687,0.129919
163700,0.117984,0.117133,0.115573
163800,0.113983,0.109959,0.118246
163900,0.138960,0.136180,0.135286
164000,0.109535,0.106414,0.104749
164100,0.120228,0.124064,0.122130
164200,0.135053,0.128542,0.131520
164300,0.125144,0.128670,0.122696
164400,0.113936,0.116057,0.116071
164500,0.130560,0.130439,0.119235
164600,0.121437,0.122448,0.116608
164700,0.114809,0.112695,0.111578
164800,0.130962,0.129738,0.125337
164900,0.112934,0.108099,0.111881
165000,0.118437,0.114154,0.119883
165100,0.119418,0.119714,0.119163
165200,0.126762,0.125823,0.129275
165300,0.123431,0.128032,0.124578
165400,0.126056,0.121830,0.119936
165500,0.126411,0.119897,0.127573
165600,0.136024,0.136340,0.134725
165700,0.125727,0.125326,0.118824
165800,0.121492,0.120760,0.120077
165900,0.109006,0.102689,0.104929
166000,0.120098,0.115819,0.116011
166100,0.121668,0.125680,0.126628
166200,0.116267,0.115359,0.114553
166300,0.130192,0.133120,0.131663
166400,0.124003,0.121466,0.118811
166500,0.107024,0.109198,0.115123
166600,0.111898,0.104099,0.111855
166700,0.128833,0.128084,0.127909
166800,0.128407,0.132203,0.128035
166900,0.117495,0.118106,0.118567
167000,0.105510,0.105231,0.105628
167100,0.113150,0.114516,0.111236
167200,0.127443,0.130322,0.131794
167300,0.141025,0.141449,0.139926
167400,0.118873,0.117190,0.119563
167500,0.111347,0.108723,0.110774
167600,0.109590,0.112778,0.112953
167700,0.123883,0.124896,0.123755
167800,0.119046,0.109613,0.117008
167900,0.107141,0.105439,0.105815
168000,0.126005,0.132078,0.132224
168100,0.126443,0.128149,0.122195
168200,0.124182,0.123612,0.116523
168300,0.112584,0.115341,0.115115
168400,0.127589,0.126443,0.128744
168500,0.120520,0.120735,0.117289
168600,0.127347,0.123925,0.125858
168700,0.118732,0.123163,0.118902
168800,0.120743,0.115001,0.118254
168900,0.095338,0.097631,0.102904
169000,0.131614,0.130654,0.130968
169100,0.123897,0.120250,0.120352
169200,0.109221,0.107358,0.105956
169300,0.110572,0.112152,0.110159
169400,0.112808,0.114463,0.122676
169500,0.132712,0.129928,0.133643
169600,0.133613,0.128935,0.132256
169700,0.129540,0.127075,0.125970
169800,0.121589,0.121179,0.116627
169900,0.124218,0.128459,0.125047
170000,0.126416,0.121761,0.121757
170100,0.119939,0.126880,0.120248
170200,0.121137,0.122241,0.117374
170300,0.117917,0.114803,0.114557
170400,0.131645,0.135196,0.137130
170500,0.116850,0.120120,0.118493
170600,0.138741,0.135068,0.128810
170700,0.132719,0.130104,0.140903
170800,0.123035,0.120149,0.126223
170900,0.136456,0.134088,0.133807
171000,0.115004,0.113739,0.113061
171100,0.117703,0.119564,0.122876
171200,0.117000,0.118099,0.115415
171300,0.121786,0.117919,0.121576
171400,0.120446,0.124034,0.119086
171500,0.123767,0.120019,0.129115
171600,0.120291,0.122150,0.121632
171700,0.130168,0.130146,0.128490
171800,0.128873,0.123349,0.124855
171900,0.104094,0.106105,0.110149
172000,0.097395,0.101517,0.100127
172100,0.118436,0.112834,0.125524
172200,0.139388,0.136169,0.141058
172300,0.121163,0.114599,0.117035
172400,0.121132,0.125882,0.120973
172500,0.127611,0.124509,0.127514
172600,0.104082,0.097142,0.105979
172700,0.123477,0.126917,0.129444
172800,0.128980,0.126963,0.129841
172900,0.129512,0.124554,0.124204
173000,0.118893,0.121968,0.125876
173100,0.125243,0.125652,0.124873
173200,0.129189,0.124810,0.127664
173300,0.109650,0.109212,0.110888
173400,0.131944,0.136414,0.129759
173500,0.143267,0.146806,0.142960
173600,0.104746,0.101650,0.103902
173700,0.120234,0.126918,0.126560
173800,0.111896,0.115370,0.109362
173900,0.128704,0.121007,0.125720
174000,0.120443,0.121686,0.115240
174100,0.124158,0.123303,0.124071
174200,0.121548,0.118276,0.112907
174300,0.135691,0.130582,0.136379
174400,0.106795,0.113375,0.111637
174500,0.113321,0.105720,0.107223
174600,0.104717,0.102415,0.101944
174700,0.116536,0.117747,0.121547
174800,0.136265,0.137431,0.143689
174900,0.114237,0.115382,0.118932
175000,0.127282,0.118875,0.118650
175100,0.125341,0.122515,0.119695
175200,0.132242,0.131768,0.134936
175300,0.116105,0.121475,0.120883
175400,0.129886,0.125536,0.127201
175500,0.132393,0.133536,0.133809
175600,0.118060,0.117428,0.112328
175700,0.120949,0.120034,0.124704
175800,0.139111,0.132105,0.139388
175900,0.122993,0.123662,0.123519
176000,0.112519,0.121096,0.117360
176100,0.139259,0.132978,0.133127
176200,0.128530,0.126470,0.131539
176300,0.094564,0.101620,0.097735
176400,0.119843,0.116717,0.117740
176500,0.131440,0.125475,0.131107
176600,0.111209,0.113241,0.112406
176700,0.115221,0.118581,0.117408
176800,0.131562,0.136618,0.134036
176900,0.123985,0.120478,0.120444
177000,0.117107,0.114470,0.116506
177100,0.128956,0.124696,0.123808
177200,0.122903,0.119298,0.127609
177300,0.121675,0.114631,0.117747
177400,0.126850,0.122232,0.116930
177500,0.125795,0.131225,0.126080
177600,0.127438,0.131120,0.131536
177700,0.123984,0.123459,0.125509
177800,0.133410,0.138224,0.145613
177900,0.118609,0.113322,0.120522
178000,0.131238,0.125029,0.130177
178100,0.116427,0.112769,0.114081
178200,0.127815,0.120549,0.129992
178300,0.120643,0.120823,0.121355
178400,0.117640,0.114068,0.112418
178500,0.131334,0.133037,0.129307
178600,0.130137,0.136221,0.135752
178700,0.117880,0.122004,0.116328
178800,0.118095,0.113131,0.114615
178900,0.116973,0.118389,0.119451
179000,0.108780,0.106639,0.114729
179100,0.106945,0.110243,0.109224
179200,0.111750,0.118104,0.114953
179300,0.112951,0.112971,0.111787
179400,0.144446,0.138204,0.140290
179500,0.116604,0.121515,0.119234
179600,0.135280,0.124743,0.133647
179700,0.124140,0.121320,0.120756
179800,0.114772,0.112396,0.117094
179900,0.121356,0.123225,0.126851
180000,0.109608,0.110759,0.117553
180100,0.102376,0.102206,0.100618
180200,0.102394,0.106796,0.103883
180300,0.105747,0.104262,0.108923
180400,0.115655,0.117512,0.122421
180500,0.108426,0.110538,0.106660
180600,0.107038,0.104964,0.102670
180700,0.097259,0.098426,0.092683
180800,0.112922,0.116206,0.116430
180900,0.126553,0.122210,0.123528
181000,0.129128,0.125760,0.129168
181100,0.117600,0.113001,0.116846
181200,0.135977,0.129558,0.133517
181300,0.121020,0.127738,0.125246
181400,0.125093,0.121544,0.123503
181500,0.121799,0.121272,0.120691
181600,0.122488,0.118163,0.120475
181700,0.117370,0.114287,0.116435
181800,0.120250,0.124434,0.125519
181900,0.124832,0.123636,0.119626
182000,0.134670,0.129102,0.126136
182100,0.127590,0.126225,0.129276
182200,0.136332,0.142433,0.141049
182300,0.120920,0.118442,0.116660
182400,0.119473,0.117420,0.118833
182500,0.140037,0.135386,0.142315
182600,0.105598,0.114038,0.115211
182700,0.138421,0.140028,0.140195
182800,0.125757,0.133307,0.127277
182900,0.112666,0.116411,0.112138
183000,0.135843,0.128089,0.133449
183100,0.116890,0.119430,0.118150
183200,0.119451,0.113264,0.117772
183300,0.144226,0.142792,0.141072
183400,0.125223,0.120559,0.119692
183500,0.124218,0.124091,0.122811
183600,0.120216,0.119313,0.125087
183700,0.121392,0.128680,0.121849
183800,0.120556,0.115192,0.121241
183900,0.130718,0.124426,0.131854
184000,0.106090,0.115706,0.111009
184100,0.121838,0.120740,0.122842
184200,0.132683,0.132168,0.126554
184300,0.145930,0.147043,0.151753
184400,0.111938,0.111130,0.121906
184500,0.116509,0.106909,0.113076
184600,0.124515,0.120302,0.121696
184700,0.131090,0.127348,0.132816
184800,0.129363,0.129969,0.129341
184900,0.122973,0.118459,0.121604
185000,0.123088,0.127673,0.119789
185100,0.103334,0.100131,0.106479
185200,0.116162,0.120438,0.124730
185300,0.115242,0.117925,0.115734
185400,0.126219,0.128278,0.126561
185500,0.111578,0.114405,0.115379
185600,0.130587,0.133879,0.133528
185700,0.122951,0.124825,0.125212
185800,0.117061,0.115177,0.120423
185900,0.127332,0.123403,0.128124
186000,0.099806,0.096832,0.094130
186100,0.100735,0.107500,0.100489
186200,0.104889,0.101507,0.104107
186300,0.116069,0.116717,0.109366
186400,0.124328,0.120949,0.121809
186500,0.115293,0.116761,0.117690
186600,0.111644,0.117334,0.113297
186700,0.113421,0.108047,0.113864
186800,0.124437,0.128734,0.124566
186900,0.117556,0.119232,0.115665
187000,0.131720,0.131865,0.132796
187100,0.130116,0.131741,0.124445
187200,0.118552,0.118994,0.114093
187300,0.129359,0.128188,0.128652
187400,0.117894,0.116588,0.116541
187500,0.129274,0.126538,0.124441
187600,0.126413,0.123518,0.129007
187700,0.117467,0.111102,0.119083
187800,0.121508,0.117054,0.120104
187900,0.111556,0.111795,0.114812
188000,0.113538,0.114287,0.116649
188100,0.095136,0.097882,0.095784
188200,0.134600,0.135126,0.137288
188300,0.103070,0.110088,0.105502
188400,0.123824,0.124909,0.123989
188500,0.104421,0.107963,0.106236
188600,0.114902,0.113191,0.115897
188700,0.118429,0.120361,0.124839
188800,0.112516,0.114524,0.112882
188900,0.116187,0.110116,0.109085
189000,0.115961,0.118059,0.116593
189100,0.124214,0.119525,0.128056
189200,0.125720,0.119159,0.122028
189300,0.140481,0.139044,0.134069
189400,0.115361,0.121017,0.116747
189500,0.121312,0.118229,0.117955
189600,0.116077,0.112122,0.113416
189700,0.124755,0.120009,0.125866
189800,0.123165,0.122104,0.119243
189900,0.125036,0.128290,0.120167
190000,0.122047,0.121877,0.122030
190100,0.120049,0.123900,0.124834
190200,0.120241,0.118437,0.117399
190300,0.126813,0.128737,0.129527
190400,0.141266,0.137172,0.136908
190500,0.120543,0.121280,0.121479
190600,0.105976,0.108225,0.111500
190700,0.123802,0.124959,0.120922
190800,0.122664,0.123215,0.126992
190900,0.123642,0.129835,0.126970
191000,0.125139,0.126274,0.128521
191100,0.129605,0.135385,0.134130
191200,0.107459,0.112170,0.102765
191300,0.110966,0.109126,0.107709
191400,0.116627,0.113045,0.112197
191500,0.122621,0.121222,0.122112
191600,0.085659,0.093015,0.093343
191700,0.105824,0.107444,0.104823
191800,0.099407,0.099884,0.097993
191900,0.123998,0.120079,0.122593
192000,0.135993,0.141683,0.145236
192100,0.139817,0.135417,0.134045
192200,0.123869,0.126152,0.119198
192300,0.123444,0.127280,0.126211
192400,0.111082,0.109171,0.112935
192500,0.110935,0.112520,0.113009
192600,0.123130,0.119613,0.117804
192700,0.132592,0.131906,0.130311
192800,0.132314,0.129605,0.127712
192900,0.123093,0.120545,0.118413
193000,0.132505,0.128675,0.132944
193100,0.120983,0.122433,0.127489
193200,0.110049,0.114555,0.113948
193300,0.113824,0.112053,0.114552
193400,0.120668,0.126706,0.128283
193500,0.122144,0.126020,0.120255
193600,0.109975,0.104870,0.103839
193700,0.126879,0.129528,0.129453
193800,0.124195,0.122696,0.122828
193900,0.107790,0.107578,0.102320
194000,0.138141,0.136493,0.136184
194100,0.111316,0.109540,0.110806
194200,0.122419,0.118187,0.111856
194300,0.112143,0.113828,0.119664
194400,0.113177,0.113266,0.118803
194500,0.127440,0.131927,0.132739
194600,0.114419,0.114192,0.112710
194700,0.119494,0.117934,0.118093
194800,0.113873,0.118629,0.108865
194900,0.103003,0.104902,0.107143
195000,0.114954,0.113492,0.113270
195100,0.124405,0.123040,0.115264
195200,0.108481,0.099373,0.101842
195300,0.126387,0.120410,0.127182
195400,0.108848,0.116686,0.113487
195500,0.114395,0.114768,0.115231
195600,0.127189,0.129436,0.124286
195700,0.111460,0.115430,0.122850
195800,0.128976,0.127882,0.133755
195900,0.159887,0.160465,0.163947
196000,0.138567,0.136871,0.148958
196100,0.115564,0.112196,0.111745
196200,0.144930,0.146448,0.149546
196300,0.118603,0.110340,0.111898
196400,0.114086,0.114519,0.115450
196500,0.130128,0.126774,0.120167
196600,0.111800,0.111117,0.109627
196700,0.126271,0.123152,0.127361
196800,0.129193,0.131904,0.124245
196900,0.106815,0.101485,0.096329
197000,0.121775,0.119887,0.123057
197100,0.122354,0.124469,0.123863
197200,0.108199,0.109826,0.108704
197300,0.138935,0.135812,0.142308
197400,0.113170,0.118533,0.119277
197500,0.119262,0.118886,0.118780
197600,0.120201,0.123259,0.128647
197700,0.128207,0.129943,0.128314
197800,0.139896,0.144260,0.139173
197900,0.127816,0.126471,0.138387
198000,0.136120,0.135499,0.136882
198100,0.113085,0.113774,0.114217
198200,0.113198,0.115574,0.122313
198300,0.127997,0.132254,0.134001
198400,0.132090,0.136482,0.137131
198500,0.119874,0.119368,0.118499
198600,0.127564,0.123764,0.124204
198700,0.114333,0.110225,0.111770
198800,0.136294,0.141526,0.137550
198900,0.106764,0.104846,0.109057
199000,0.117276,0.114226,0.120153
199100,0.110573,0.114431,0.115157
199200,0.123831,0.131148,0.126250
199300,0.132996,0.130791,0.129831
199400,0.131028,0.132078,0.126783
199500,0.122646,0.121127,0.118300
199600,0.133160,0.129797,0.127857
199700,0.109070,0.113349,0.114041
199800,0.130247,0.124683,0.128124
199900,0.118260,0.114194,0.117023
200000,0.125684,0.123880,0.127720
200100,0.107312,0.104206,0.108219
200200,0.127849,0.122110,0.125560
200300,0.117830,0.111421,0.118131
200400,0.119049,0.114579,0.117028
200500,0.116611,0.116428,0.117092
200600,0.115704,0.111712,0.111665
200700,0.115550,0.118072,0.122511
200800,0.128061,0.128794,0.127312
200900,0.125678,0.125218,0.126530
201000,0.145263,0.138833,0.146789
201100,0.115751,0.117095,0.121109
201200,0.127205,0.120013,0.121323
201300,0.116984,0.114680,0.123976
201400,0.113776,0.114581,0.113099
201500,0.121988,0.128731,0.130870
201600,0.119269,0.119152,0.125091
201700,0.110471,0.119061,0.114237
201800,0.123551,0.120324,0.118849
201900,0.120282,0.122266,0.123073
202000,0.125865,0.126092,0.119443
202100,0.114036,0.116884,0.121692
202200,0.140714,0.135748,0.133714
202300,0.117876,0.113252,0.120380
202400,0.125745,0.126426,0.127545
202500,0.108233,0.116945,0.118962
202600,0.124276,0.117957,0.120075
202700,0.126029,0.121569,0.121529
202800,0.117462,0.112858,0.117985
202900,0.120678,0.115045,0.118313
203000,0.115471,0.120439,0.114431
203100,0.119267,0.117189,0.123163
203200,0.123745,0.123042,0.122459
203300,0.125714,0.129188,0.131577
203400,0.126236,0.123091,0.123802
203500,0.127416,0.125889,0.133794
203600,0.125686,0.121147,0.123809
203700,0.108489,0.099008,0.106153
203800,0.130754,0.133991,0.128864
203900,0.142657,0.142036,0.141229
204000,0.121595,0.123738,0.121185
204100,0.120677,0.115289,0.113249
204200,0.121851,0.118108,0.122357
204300,0.132560,0.137348,0.134008
204400,0.122946,0.125007,0.128363
204500,0.112391,0.120194,0.112943
204600,0.122316,0.124886,0.123229
204700,0.108239,0.113665,0.113725
204800,0.104953,0.106972,0.097184
204900,0.116561,0.120201,0.114354
205000,0.128628,0.130526,0.130099
205100,0.117505,0.116151,0.120552
205200,0.113190,0.108086,0.109949
205300,0.124215,0.120928,0.130292
205400,0.132039,0.127354,0.128576
205500,0.122113,0.117947,0.125681
205600,0.130977,0.129944,0.129648
205700,0.136553,0.138220,0.136653
205800,0.121814,0.126349,0.131687
205900,0.122417,0.125622,0.129796
206000,0.129018,0.131281,0.126735
206100,0.107762,0.107252,0.107791
206200,0.116113,0.120684,0.122570
206300,0.122609,0.121597,0.123201
206400,0.141357,0.139313,0.141245
206500,0.116418,0.120322,0.119654
206600,0.112953,0.121017,0.111603
206700,0.122615,0.129756,0.128096
206800,0.116492,0.119545,0.117048
206900,0.117091,0.120668,0.118353
207000,0.124153,0.117261,0.115895
207100,0.124030,0.125297,0.128377
207200,0.126380,0.119644,0.129905
207300,0.106722,0.110259,0.106858
207400,0.128442,0.124468,0.123998
207500,0.136102,0.134192,0.124000
207600,0.106910,0.107158,0.108494
207700,0.117718,0.124506,0.122095
207800,0.112788,0.111049,0.115707
207900,0.120020,0.116822,0.112858
208000,0.123209,0.122684,0.123707
208100,0.109797,0.105488,0.108996
208200,0.129130,0.122490,0.126996
208300,0.124208,0.127688,0.132830
208400,0.104885,0.104788,0.102982
208500,0.124075,0.121840,0.122866
208600,0.112122,0.109141,0.111602
208700,0.099779,0.107351,0.102777
208800,0.124118,0.125848,0.126463
208900,0.117568,0.119293,0.115516
209000,0.116960,0.116857,0.110439
209100,0.108268,0.109641,0.099497
209200,0.135247,0.133353,0.125952
209300,0.125852,0.126353,0.120785
209400,0.106163,0.101439,0.102302
209500,0.117274,0.119264,0.116032
209600,0.105026,0.107078,0.107770
209700,0.117701,0.120132,0.117245
209800,0.115270,0.114636,0.116051
209900,0.135580,0.131649,0.134709
210000,0.112728,0.110563,0.104900
210100,0.124457,0.124394,0.123246
210200,0.122048,0.121628,0.128050
210300,0.113136,0.110223,0.109273
210400,0.122085,0.119527,0.125798
210500,0.113251,0.106931,0.108280
210600,0.106817,0.103614,0.106337
210700,0.114330,0.115171,0.113329
210800,0.117567,0.115927,0.120846
210900,0.116304,0.112645,0.117143
211000,0.118027,0.114866,0.120978
211100,0.118015,0.116560,0.119423
211200,0.110810,0.102385,0.105782
211300,0.138768,0.139399,0.135617
211400,0.107978,0.105774,0.107077
211500,0.107260,0.110255,0.105484
211600,0.121962,0.124083,0.123953
211700,0.127925,0.128822,0.127849
211800,0.116567,0.113326,0.109115
211900,0.123120,0.123056,0.116519
212000,0.129663,0.130489,0.133406
212100,0.145045,0.140173,0.144748
212200,0.110139,0.106590,0.114113
212300,0.115171,0.121027,0.117765
212400,0.128267,0.124811,0.128818
212500,0.122144,0.120916,0.121544
212600,0.125941,0.123878,0.134279
212700,0.127106,0.122943,0.122357
212800,0.119686,0.118066,0.120051
212900,0.129471,0.129788,0.128530
213000,0.122113,0.120807,0.114789
213100,0.118200,0.120916,0.123052
213200,0.123909,0.113901,0.117432
213300,0.129266,0.130198,0.129071
213400,0.101601,0.100986,0.106789
213500,0.111074,0.111943,0.110704
213600,0.147510,0.141257,0.145894
213700,0.114667,0.114498,0.119199
213800,0.130371,0.128514,0.132248
213900,0.130379,0.122529,0.123373
214000,0.124373,0.119432,0.123994
214100,0.118766,0.112517,0.117513
214200,0.137580,0.129770,0.138710
214300,0.120996,0.121107,0.130070
214400,0.109567,0.107908,0.102539
214500,0.108949,0.114817,0.108606
214600,0.146186,0.136883,0.143140
214700,0.135156,0.135335,0.133187
214800,0.103796,0.105559,0.095757
214900,0.115195,0.115218,0.111024
215000,0.133641,0.133168,0.138573
215100,0.116837,0.118249,0.116440
215200,0.111653,0.117514,0.111560
215300,0.130115,0.135896,0.130501
215400,0.115358,0.124647,0.119683
215500,0.122712,0.124176,0.123352
215600,0.124267,0.128044,0.128453
215700,0.120289,0.124915,0.121968
